ucsc_oclc
7197829
6277380
2623411
4804468
4503187
4775090
4592811
6735440
254192604
5674522
2340879
6707682
5674896
5564865
5946484
6603085
5674518
5171033
5170447
6144100
6356075
6222789
4494674
6304682
7272905
6708984
5675323
4295682
5098270
6355394
5612366
5126158
3604624
6897881
6626129
6863853
6376214
6042936
5101218
6788577
6222627
6092494
16730434
6708980
254225810
6422931
6446784
6626996
6816100
5264264
5219722
5101219
6602740
5726634
5126225
6815531
7462049
5142307
4268316
6278131
5564546
6043151
6085850
4638221
7462055
6085841
239042
21628002
5565010
7279860
254288389
4932729
5564798
6254663
6329015
5726084
4879035
7274480
254203793
5894204
254203796
4593442
6816089
6648474
5677896
5831148
6762062
2680001
2966528
2186093
7274487
5677956
5675625
7197473
6603779
254201743
7307082
4569829
3831491
2755263
9736932
2697426
4999938
7061533
12116016
6803782
92070
134279
9788748
131245
86952
5006620
91615
254719718
280022
4951976
4953520
80126
11499570
8367501
42174
119800
555131
4999844
8377763
89682
67227
8540421
9740823
131980
183221830
9788736
4999909
130790
1253306
90918
72621
4421515
9792216
319638
4999835
92772
9791387
2079185
323116
110450
8544269
96602
3583
56405
8544177
153540244
526306
4999806
9642763
28044521
4999846
4999864
88294
9788883
1317765
7061441
4999859
92612
3150152
2823271
4999884
8367510
300249
87874
23858
103243
1903319
14010126
254719727
9788873
2390802
94989
7062411
254768680
9788761
83059
13933765
59412
25953178
1348941
434030
371503
9787814
79217073
1215905
2105784
9787832
332901
4999917
586095
10754166
9619852
10996020
10754238
10849644
10323407
10161516
10403511
9197644
8493254
10207282
10230123
10192952
634237
8954267
9946391
10995813
10324914
8845943
9350553
504140
2326774
10724825
9621681
10778841
10633664
9918379
10277313
9574982
9852422
9827887
10323048
10778842
9827049
10122178
9943948
9488696
9827140
9622060
10123348
10404583
8420031
10185116
10948671
9511018
2688537
9645025
9683840
10072930
9895032
11267821
9919016
9762515
11045341
9488694
9621849
9619223
9724929
10996044
10100662
10185440
10277452
9196397
2925330
10532293
53749669
9620241
10122230
11815968
10238507
9761753
10207203
9683770
9644993
830134
9919151
9895004
9442461
9643449
10277312
11187526
9350557
9577232
7975285
9350561
9756722
9392421
9392794
9322830
8827747
11067974
8975552
8866569
9256236
8790544
10913393
9196307
9110681
10996046
10948609
40087
19922986
4319811
892364
6781028
2878655
10587423
20935137
5073456
5945252
1995463
13835161
20703316
20806685
5989503
4474932
337783
691338
2421195
5630577
12196522
51404762
887745
10587392
20178423
6725817
6602390
20060997
9908639
594046
20490491
892084
917153
5257303
945354
1924363
15161561
20596217
21152847
20658712
21040622
4423572
20453433
20669869
2932303
20526803
3074253
1990188
20672168
1182681
882289
3113560
1609835
10005621
19923013
1487903
5329846
2958702
12547069
9966142
22409
1354029
78136
6203518
20550068
6765250
10792663
2335894
2710903
15040251
1628780
1220919
261473
20550021
7170014
14891333
20517620
20860460
3113640
3185856
261534
11370577
20640906
20686162
337779
2213573
9966167
9966151
20703370
265009
278166
20703390
20743150
20860359
20572619
2912963
2845264
2806666
1987544
4358004
568969
2679486
2859742
838572
174125
568961
254402693
904297
66127903
2832423
21771367
2411269
3448355
25806799
846521
7863264
30166905
4112273
3287790
17734982
41614575
1899795
45284531
4112275
4160352
4179367
644264
4101811
36605753
863704
78622701
21771383
51359778
254443620
254443043
4723070
254403359
528039
845609
21771343
21770988
759237
4228925
568916
224579
918855
4171226
4101778
849593
14545758
2409097
4171228
2855434
254443029
5033021
3199389
3912044
4225134
17759731
844726
4187655
2413550
831449
63636117
3394641
78622565
4101786
22009040
530047
2772324
3289028
4619016
6955546
17766448
69179060
863489
3463274
4187649
2410501
7685275
21771006
4723089
254399966
254435988
3349406
174698740
4071157
864554
1542344
3458081
45183806
845083
1071327
468754
5496946
16755862
5496217
16525494
39640
23463050
14106802
32885
34009
15597371
5310396
5310752
16258364
7913430
254188787
36781311
16091091
39626
14973117
16080917
16227804
5563772
8976614
16870025
17299264
17163442
17261765
17242268
19326043
5412580
16080922
24577308
16921823
44025
254183831
1802227
36075449
16317678
16078575
15793757
16681964
3045897
3300855
16985203
3141635
3099891
17482407
16131911
16080919
16657025
17156445
16647159
16227810
19860592
3917772
5412130
187936
1878782
5412456
9557541
137152
16276201
36104992
1022152
3357318
18989597
15011347
15475109
36768375
18589668
16833617
36076235
12196200
378079
16683997
5449143
1022072
3251631
16273912
254084675
520413
51471012
18106940
15521377
3396664
13760172
3288494
5410977
3312002
16933702
16005624
36490441
16582061
16640801
16472729
16982276
16138025
15166350
16791262
5063372
254374485
254357771
4380710
254374102
5509170
776600
4614418
156951032
70300768
1721294
13061975
1193105
4315815
2393474
254384670
16790317
5749054
552407
5749043
237513
2392972
4269878
5197307
4476160
1615207
1193130
2069124
232162010
2621808
1826181
4333972
4894673
4064947
950830
3237560
85763486
2610643
4709899
4420181
16790454
5063472
14731691
1171177
5512781
187475065
4942105
4369241
153912363
16791506
1877039
3079853
16791662
5081170
4420229
4358400
59874
60251
4894682
254362878
222062440
48698
14665801
4568564
1896197
2481852
16790170
254374500
21603956
16791743
76026
5993271
5115510
16792284
4760243
13974747
3913059
5239130
1193125
254364013
14594333
4739668
2855617
2085739
552426
5225693
675144
1866139
3237611
5154053
21139433
20071197
21028079
2819870
21139390
2847017
21139472
5289255
3565765
3570182
21139732
21190876
776215
1975462
21024421
1722271
796413
2081824
1886402
21121412
2497849
21190844
26244167
3076773
21139587
3092082
15109788
9788411
21139708
7280565
7284459
3564212
4639728
2867703
21572167
3986483
22815348
3848082
1736666
4076614
3559810
3413334
21121451
21050772
16684631
21121371
2796359
2880673
5075311
21275681
20169306
2466217
2876983
9472303
29635540
2165271
21190866
1191997
1208339
1197077
1904397
5751848
20995023
2120202
20668463
2633324
4665924
2894733
2497868
38165647
2840221
24100592
24360453
3076891
3085668
21139750
10996424
21139682
1700534
21437623
4664283
4401106
21243861
1089771
2913893
9197797
21121470
39020081
715577
38452704
24682143
11499556
10799857
10019130
8253836
21049882
285754
16522467
20894219
3076836
2326786
4112280
4135851
71554
303776
139094
254084648
4114474
180946
447603
3311548
3649944
3669422
919517
3396902
4194114
4136393
3293186
121843
425601
4135193
4136064
4122612
64641
154626
4211176
6660818
3168080
2955552
842120
2955459
254095720
199099
90923
137058
209434
3649925
105441
36827620
4136062
686616
86554
3932237
3932235
143054
255140
130749
4493665
71740
254131353
808287
4492551
4495145
2955620
155118
5094327
126843
4516041
81720
206110
4036945
434194
128146
139269
4405586
610329
134521
154078
140830
3932243
3843876
3932241
4135517
700525
710421
1114236
3928954
2130033
596876
245813
91379
2037487
3844046
2857100
757766
1421130
648181
4101805
3932242
4404581
3932238
4194743
85879
4135515
125881
3608764
3630953
4194407
68854
4135196
493682
1900381
1749744
772384
30541
1900408
462366
2685263
765882
4760309
16746927
755615
753663
34253298
4367633
254308821
3703804
2860803
61595049
11532359
1900421
1479265
11034391
2397283
1225666
2393434
32360463
773251
24554
5417745
1565676
771487
16179
7078843
4953880
3739465
123327637
3703791
2390836
1024038
2390871
3405008
2329326
7234252
16745366
2397626
254332300
757064
22781840
4736748
4724488
779212
2683766
32247047
254324529
7440426
9655
2080339
2196380
759961
30004070
392554
239550
3404936
16748108
1434414
3389551
4729319
757015
759206
477222
2413496
2746789
8617183
9654
771531
779181
6686865
26328383
10152371
325332
3953471
616982
432220
3179526
2641930
6068092
1900440
4760293
2409212
2392983
4950115
30013557
254332900
765213
771470
8108582
2406281
556595
30020943
1165820
552434
29456075
554755
555881
1275719
27292555
27931903
4484288
555959
28602753
29904249
27680493
27816764
21588504
29411856
7247885
26543321
557487
556591
552380
27052142
28346234
27406376
28330816
28330037
554754
2208151
11082860
1008832
380192
8754252
556602
30467155
160661
558737
87725
555871
4254660
3481624
29743366
99899
27206667
2975306
1850989
509182
18549169
1339613
648238
333938
628213
555814
29230174
19001407
2585351
27209884
429428
429427
25873327
27253813
28006477
558734
27010918
28305821
20550056
30133195
26464578
27229391
563291
25320623
1660999
28837835
556583
16288985
556588
552476
26686872
555876
219187
29788861
26703051
25826570
27719047
27786381
16311895
556539
556599
555953
27912006
555957
556598
558726
1018220
6358229
807776
669148
28711936
20556938
20338332
20658710
2603662
20360008
20115711
20170931
20517498
20118016
20362877
20212516
20153728
16872801
20173006
20135107
20170889
20500631
20707078
37189328
20303253
20235061
5740420
20644521
20644595
20318906
9669944
20333462
20324321
20333485
20611695
20055810
37543142
20089863
20333637
20178505
20225073
20703404
20149708
20401990
742669
20308055
20338322
19001238
20289940
20347750
20308035
11778547
20170911
20500608
20490770
20703231
20170906
20658723
19920041
20170887
19589820
8716228
19885407
20646787
20069861
20269259
20703280
20707170
20289896
20170957
20400479
20686103
20338329
20262771
20550084
20324422
6279733
20289966
20500617
20324447
20517195
20327209
37846065
20484725
20453435
20500647
20500660
20658706
19556023
20080716
20130858
20141887
20130946
20141909
20221488
20481964
19629400
20262269
19228092
20324380
1440856
20333445
20517775
20339979
5418911
863013
1046002
1031245
1340540
677717
897866
1046022
627216
212229
389245
1056274
253916696
1054314
1195833
517492
2331305
754445
2476271
531468
254316064
2189271
233002035
1144800
1091780
3125354
690833
2020719
40113
1364201
983823
208421
1008311
253600422
799877
194958
402229
1364790
1057551
192834
1121134
1103678
253600475
1047039
82585171
3127567
704437
1660841
3090813
371801
586849
704418
2189442
50433
531504
82095637
253600745
219306
7430
1365172
253594783
316740
138760
253600754
2034695
898157
1243689
659226
2318183
326858
668144
123156892
914806
1256977
830894
36713
493387
901077
254316052
980259
3127770
81135506
655812
14954946
995090
595558
187770
191414
694241
81896
918371
2480339
1230644
821107
11099
935488
2060175
573120
254268399
863004
893632
7329440
7837475
7250176
8589223
8034194
7206562
7460234
8494249
7812306
7550723
7671931
7977495
8410204
8689693
8051514
8034623
1425603
8668179
7462052
8034745
7948593
8708119
8052183
8532404
8588373
7328735
8588370
8032248
8533313
7835568
8345674
8828034
8765115
1425546
7463095
7948111
7976071
8866592
5027398
48576
8688786
8410082
8552325
8762399
4281246
8034628
7944723
7461977
8195337
8476644
6728233
7814330
7171403
7462607
7575328
8388077
7575433
8866590
314080
8284114
7977800
8244508
8410081
6144911
7835222
9131828
7774716
800641
8389394
7741450
6889396
8387896
7552119
7463094
8553661
7462773
7282532
7555967
7998364
7653332
7925578
9043121
7978060
7738523
8765125
7978121
7275033
7313216
8785508
8762447
7671997
8219518
8219113
867926
8113910
7948523
8931045
7773595
7461976
34564227
13031815
12946669
34659336
32833693
34653211
253812612
12106858
12134891
13031799
4722094
12846651
34657879
12724668
13331539
11756122
12103094
34653509
26304512
12134845
12053763
27165681
27480087
28656241
13702003
13002625
34653216
11970629
13010915
11315719
14173505
34599598
12804679
12550526
33962186
12724659
29020138
25993756
12407849
2105837
21503487
20525762
12947187
12702436
12597674
12633653
12666058
13010913
8525824
12420514
12053764
12420824
32586742
12420552
13010934
12319518
28317063
13010932
34653199
12929394
12313842
12313877
26877864
28709947
12420844
12556959
12597668
12821704
12289141
79895285
12558731
31117767
12104568
12604815
12263233
31729103
11621173
4724549
12161088
26467267
12582886
51472093
11756121
12361701
6033247
12085005
34657962
51472757
25424360
11574363
27996390
12370761
26113305
4724410
21219789
20925087
2142310
16803991
253777985
34582641
627586
728366
781316
254679113
728368
52008697
221937837
20013314
16739386
747753
747750
70336647
3222534
4225130
4273273
4101789
4988482
2781560
1262929
4228924
2201639
747755
228775551
834093
905338
536400
2649078
881255
912050
194464
603580
547549
4112279
1648280
2386347
16959420
518051
3197961
14008738
14544814
3760511
2776483
254604034
2410601
834118
1304224
490306
2033688
3928638
187982
4228915
3779241
3509850
254592560
2105878
48298446
2409189
2410523
1389937
1076607
3314944
6803763
4273242
1200465
2064078
16619
218717
44887661
43663
79713108
2112070
319627
742363
3133119
1899842
1358403
41706567
848951
4198862
729731
4313593
2408398
4278499
492123
17514042
70301880
733370
16912639
16720970
78150989
2925001
24496591
2095330
4346699
3512155
37476
163015
346915
519674
1946538
839195
240006
1712484
216808
43903494
79208
2860122
1559645
14748
74012
3897918
39752
78115
416770
1981769
647596
548371
241884
192044950
198064
417102
207645
200127
108228
199680
572237
266784
1996881
40407
65095
4972923
4972915
125658
31748
81781
2199658
504142
516944
3246607
205771
532498
103730
9102068
208038
31006
590224
771215
162587
254899857
68928
7830918
72082
117800
213772
1987565
9448148
254418699
103492
52566
97611
254900620
53284
60024
254900238
254348263
57388
254348712
139649
254333366
47289
118214
2233734
34325
128532
344489
127296
154213
317813
1621666
33872
213141
