Hirz,Jump to Record #: 88,=245  \\$aUber gelenkerkrankun,Jump to Record #: 88,"=100  1\$aHirz, Reinhold,$d1875-",Jump to Record #: 88,=245  10$a{uml}Uber Gelenkerkrankungen bei krup{uml}oser Pneumonie /$cReinhold Hirz.,Jump to Record #: 88
Hitzeroth,Jump to Record #: 89,=245  \\$aBeeinflussung des ul,Jump to Record #: 89,"=100  1\$aHitzeroth, Steffen,$d1954-",Jump to Record #: 89,=245  10$aArbeitsf{uml}ahigkeitsbeobachtung bei Patienten mit Spondylitis ankylopoetica und ihre Abh{uml}angigkeit vom klinischen Verlauf :$beine retrospektive Analyse des Krankenguts der Rheumaklinik Wiesbaden im Zeitraum 1975-1978.,Jump to Record #: 89
Hitzler,Jump to Record #: 90,=245  \\$aFall von traumatisch,Jump to Record #: 90,"=100  1\$aHitzler, Elmar,$d1953-",Jump to Record #: 90,=245  10$aIndikationen und Ergebnisse von Fr{uml}uhamniocentesen sowie Verlauf der Schwangerschaften und Befunde der Neugeborenen nach Fruchtwasserpunktionen an der 1. Universit{uml}atsfrauenklinik in den Jahren 1976-Juni 1980 /$cvon Elmar Hitzler.,Jump to Record #: 90
Hjiang,Jump to Record #: 91,=245  \\$aUber die faserzahl u,Jump to Record #: 91,"=100  1\$aHjiang, Schi-Hjau,$d1919-",Jump to Record #: 91,=245  10$a{uml}Uber die Faserzahl und die Faserdicke in den Wurzeln des zweiten Thorakalnerven beim Menschen /$cvorgelegt von Schi-Hjau Hjiang.,Jump to Record #: 91
Hjorth,Jump to Record #: 92,=245  \\$aStudier over normal-,Jump to Record #: 92,"=100  1\$aHjorth, Palle.",Jump to Record #: 92,=245  10$aStudier over normal-bakteriolysiner i menneskeserum med s{aelig}rlig henblik paa et under visse patologiske forhold optr{aelig}dende termostabilt bakteriolysin /$caf Palle Hjorth.,Jump to Record #: 92
Hmielorz,Jump to Record #: 93,=245  \\$aVerankerung von stif,Jump to Record #: 93,"=100  1\$aHmielorz, Ewald,$d1910-",Jump to Record #: 93,=245  14$aDie Verankerung von Stiftkronen nach Pos und Steinberg /$cvorgelegt von Ewald Hmielorz.,Jump to Record #: 93
Hnochs,Jump to Record #: 94,=245  \\$aSchwere progrediente,Jump to Record #: 94,"=100  1\$aHnochs, Levs.",Jump to Record #: 94,=245  10$aSchwere progrediente Hirnsyphilis trotz fr{uml}uhzeitiger (prophylaktischer) Spirocidbehandlung bei Lues congenita /$cvorgelegt von Levs Hnochs.,Jump to Record #: 94
Hoang,Jump to Record #: 95,=245  \\$aRecherche sur les am,Jump to Record #: 95,"=100  1\$aHoang, Van M.,$d1972-",Jump to Record #: 95,=245  14$aThe effects of hypoxia on human cytotrophoblasts /$cby Van M. Hoang.,Jump to Record #: 95
Hochapfel,Jump to Record #: 96,=245  \\$aHydrocole und trauma,Jump to Record #: 96,"=100  1\$aHochapfel, Fritz,$d1900-",Jump to Record #: 96,=245  10$aHydrocele und Trauma /$cvorgelegt von Fritz Hochapfel.,Jump to Record #: 96
Hochman,Jump to Record #: 97,=245  \\$aContribution america,Jump to Record #: 97,"=100  1\$aHochman, Mortimer.",Jump to Record #: 97,=245  10$aContribution am{acute}ericaine {grave}a la di{acute}et{acute}etique du rhumatisme notamment par la r{acute}eduction des hydrates de carbon :$bPemberton /$cpar Mortimer Hochman.,Jump to Record #: 97
Hockenjos,Jump to Record #: 98,=245  \\$aBeitrag zu den cereb,Jump to Record #: 98,"=100  1\$aHockenjos, Ernst.",Jump to Record #: 98,=245  10$aBeitrag zu den cerebralen Affectionen bei Keuchhusten /$cvorgelegt von Ernst Hockenjos.,Jump to Record #: 98
Hocs,Jump to Record #: 99,=245  \\$aOligodynamie von met,Jump to Record #: 99,"=100  1\$aHocs, Samuel.",Jump to Record #: 99,=245  10$aOligodynamie von Metallsalzl{uml}osungen /$cvorgelegt von Samuel Hocs.,Jump to Record #: 99
Hodel-boos,Jump to Record #: 100,=245  \\$aUntersuchungen uber,Jump to Record #: 100,"=100  1\$aHodel-Boos, Michaela.",Jump to Record #: 100,=245  10$aUntersuchungen {uml}uber das Bewegungssehen bei Hell- und Dunkeladaptation /$cvorgelegt von Michaela Hodel-Boos.,Jump to Record #: 100
Hoditz,Jump to Record #: 101,=245  \\$aUeber die morphologi,Jump to Record #: 101,"=100  1\$aHoditz, Herbert,$d1908-",Jump to Record #: 101,=245  10$aUeber die morphologischen Variationen des normalen menschlichen Kieferapparates und ihre Beziehungen zu seinen Bewegungsbahnen /$cvorgelegt von Herbert Hoditz.,Jump to Record #: 101
Hoebel,Jump to Record #: 102,=245  \\$aUeber die alkoholsau,Jump to Record #: 102,"=100  1\$aHoebel, Hermann.",Jump to Record #: 102,=245  10$aUeber die alkohols{uml}aurefesten St{uml}abchen des Darmes /$cvorgelegt von Hermann Hoebel.,Jump to Record #: 102
Hoeck,Jump to Record #: 103,=245  \\$aVersicherungsrechtli,Jump to Record #: 103,"=100  1\$aHoeck, Werner August Nikolaus,$d1894-",Jump to Record #: 103,=245  14$aDie versicherungsrechtliche Bedeutung der Basedowschen Krankheit /$cvon Werner Hoeck.,Jump to Record #: 103
Hoed,Jump to Record #: 104,=245  \\$aOver de werking van,Jump to Record #: 104,"=100  1\$aHoed, Dani{uml}el Den,$eauthor.",Jump to Record #: 104,=245  10$aOver de werking van harde r{uml}ontgenstralen en gammastralen van radium /$cdoor Dani{uml}el Den Hoed.,Jump to Record #: 104
Hoefer,Jump to Record #: 105,=245  \\$aOnderzoek naar de we,Jump to Record #: 105,"=100  1\$aHoefer, Sara,$d1880-",Jump to Record #: 105,=245  10$aBeitrag zur Klinik und Pathologie des Morbus Addisonii /$cvon Sara Hoefer.,Jump to Record #: 105
Hoefman,Jump to Record #: 106,=245  \\$aOnderzoek van de bew,Jump to Record #: 106,"=100  1\$aHoefman, Frederik Willem.",Jump to Record #: 106,=245  10$aOnderzoek van de bewegingen der ellepijp bij het draaien van den onderarm (pro- en supinatie) /$cdoor Frederik Willem Hoefman.,Jump to Record #: 106
Hoefnagels,Jump to Record #: 107,=245  \\$aExperimenteel onderz,Jump to Record #: 107,"=100  1\$aHoefnagels, Johannus Petrus Antonius.",Jump to Record #: 107,=245  10$aExperimenteel onderzoek omtrent den invloed van de menstruatie op het stollingsvermogen van het bloed /$cdoor Johannus Petrus Antonius Hoefnagels.,Jump to Record #: 107
Hoelt,Jump to Record #: 108,=245  \\$aKlinische und experi,Jump to Record #: 108,"=100  1\$aHoelt, Ren{acute}e,$d1884-$eauthor.",Jump to Record #: 108,=245  10$aKlinische und experimentelle Untersuchungen {uml}uber den Wert von Semen Arecae und Kamala bei Helminthiasis /$cvorgelegt von Ren{acute}e Hoelt.,Jump to Record #: 108
Hoelzinger,Jump to Record #: 109,=245  \\$aBeitrag zur frage de,Jump to Record #: 109,"=100  1\$aHoelzinger, Otto,$d1881-",Jump to Record #: 109,=245  14$aEin Beitrag zur Frage der Beziehungen zwischen Tierischer und menschlicher Tuberkulose /$cvorgelegt von Otto Hoelzinger.,Jump to Record #: 109
Hoenes,Jump to Record #: 110,=245  \\$aUber einen fall von,Jump to Record #: 110,"=100  1\$aHoenes, Karl,$d1870-",Jump to Record #: 110,=245  10$a{uml}Uber einen Fall von angeborenem Mangel beider Nieren und die Quelle des Fruchtwassers /$cvorgelegt von Karl Hoenes.,Jump to Record #: 110
Hoensch,Jump to Record #: 111,=245  \\$aZur alexander-adamss,Jump to Record #: 111,"=100  1\$aHoensch, Paul,$d1886-",Jump to Record #: 111,=245  10$aZur Alexander-Adamsschen Operation nach der Modifikation von Edebohls und Goldspohn /$cvorgelegt von Paul Hoensch.,Jump to Record #: 111
Hoerle,Jump to Record #: 112,=245  \\$aZur statistik des ka,Jump to Record #: 112,"=100  1\$aHoerle, Carl,$d1865-",Jump to Record #: 112,=245  10$aZur Statistik des Kaiserschnittes /$ceingereicht von Carl Hoerle.,Jump to Record #: 112
Hoessli,Jump to Record #: 113,=245  \\$aZur behandlung der a,Jump to Record #: 113,"=100  1\$aHoessli, Hans.",Jump to Record #: 113,=245  10$aZur Behandlung der Appendizitis mit R{uml}ucksicht auf den begleitenden und nachfolgenden Darmverschluss sowie auf die dauer des Krankenlagers /$cvorgelegt von Hans Hoessli.,Jump to Record #: 113
Hoessly,Jump to Record #: 114,=245  \\$aUeber die bedeutung,Jump to Record #: 114,"=100  1\$aHoessly, Urs Jodocus Peter Anton,$d1919-",Jump to Record #: 114,"=245  10$aUeber die Bedeutung der Resistenzbestimmung von Cystitiserregern in vitro f{uml}ur die Therapie mit Elkosin, Penicillin und Desogen /$cvorgelegt von Urs Jodocus Peter Anton Hoessly.",Jump to Record #: 114
Hoevel,Jump to Record #: 115,=245  \\$aUber die komplikatio,Jump to Record #: 115,"=100  1\$aHoevel, Fritz,$d1882-",Jump to Record #: 115,=245  10$a{uml}Uber die Komplikation von Herzfehlern mit den Generationsvorg{uml}angen des Weibes /$cvon Fritz Hoevel.,Jump to Record #: 115
Hoffheinz,Jump to Record #: 116,=245  \\$aUeber das verhaltnis,Jump to Record #: 116,"=100  1\$aHoffheinz, D{uml}orte,$d1935-",Jump to Record #: 116,=245  10$aAlkohol und R{uml}uckfall /$cvon D{uml}orte Hoffheinz.,Jump to Record #: 116
Hoffmans,Jump to Record #: 117,=245  \\$aUber primares vulvac,Jump to Record #: 117,"=100  1\$aHoffmans, Josef,$d1879-",Jump to Record #: 117,=245  10$a{uml}Uber prim{uml}ares Vulvacarcinom /$cvorgelegt von Josef Hoffmans.,Jump to Record #: 117
Hoffner,Jump to Record #: 118,=245  \\$aVergleichende blutme,Jump to Record #: 118,"=100  1\$aHoffner, Margarete,$d1902-",Jump to Record #: 118,=245  10$aVergleichende Blutmengenbestimmungen nach der CO- und Farbstoffmethode /$cvorgelegt von Margarete Hoffner.,Jump to Record #: 118
Hofgaard,Jump to Record #: 119,=245  \\$aStudier over forekom,Jump to Record #: 119,"=100  1\$aHofgaard, Erik.",Jump to Record #: 119,=245  10$aStudier over forekomsten af nogle svampesl{aelig}gter i luftvejene /$cErik Hofgaard.,Jump to Record #: 119
Hofner,Jump to Record #: 120,=245  \\$aAbsolute messmethode,Jump to Record #: 120,"=100  1\$aHofner, Carl Max,$d1911-",Jump to Record #: 120,=245  15$aEine absolute Messmethode von Radiumemanation /$cvorgelegt von Carl Max Hofner.,Jump to Record #: 120
Hofstee,Jump to Record #: 121,=245  \\$aTuberculose en traum,Jump to Record #: 121,"=100  1\$aHofstee, Johannes Philippus.",Jump to Record #: 121,=245  10$aTuberculose en trauma /$cdoor Johannes Philippus Hofstee.,Jump to Record #: 121
Hofstein,Jump to Record #: 122,=245  \\$aUber scoliosis ischi,Jump to Record #: 122,"=100  1\$aHofstein, Hermann,$d1883-",Jump to Record #: 122,=245  10$a{uml}Uber Scoliosis ischiadica /$cvon Hermann Hofstein.,Jump to Record #: 122
Hoh,Jump to Record #: 123,=245  \\$aHistologische unters,Jump to Record #: 123,"=100  1\$aHoh, Theodor,$d1828-1888.",Jump to Record #: 123,"=245  14$aDie Physik in der Medicin;$bVersuch einer elementaren Darstellung der organischen Naturlehre. F{uml}ur Aerzte, Naturforscher und Studirende.",Jump to Record #: 123
Hohberg,Jump to Record #: 124,=245  \\$aVersuche mit einem n,Jump to Record #: 124,"=100  1\$aHohberg, Ilse,$d1909-",Jump to Record #: 124,"=245  10$aVersuche mit einem neuen Desinfektionsmittel ""Bazillotox"" /$cvorgelegt von Ilse Hohberg.",Jump to Record #: 124
Hohenberg,Jump to Record #: 125,=245  \\$aUeber die zweckmassi,Jump to Record #: 125,"=100  1\$aHohenberg, Johannes August Friedrich,$d1862-",Jump to Record #: 125,=245  10$aUeber die zweckm{uml}assigste Bekleidung von Schiffsbesatzungen unter verschiedenen klimatischen Verh{uml}altnissen /$cJohannes Hohenberg.,Jump to Record #: 125
Hohlweg,Jump to Record #: 126,=245  \\$aZur functionellen le,Jump to Record #: 126,"=100  1\$aHohlweg, Hermann.",Jump to Record #: 126,=245  10$aZur functionellen Leberdiagnostik /$cvorgelegt von Hermann Hohlweg.,Jump to Record #: 126
Hohmuth,Jump to Record #: 127,=245  \\$aFeinere gefassarchit,Jump to Record #: 127,"=100  1\$aHohmuth, Alfons,$d1913-",Jump to Record #: 127,=245  14$aDie feinere Gef{uml}assarchitektonik der kranken menschlichen Leber /$cvorgelegt von Alfons Hohmuth.,Jump to Record #: 127
Hohn,Jump to Record #: 128,=245  \\$aProblem der schmerzl,Jump to Record #: 128,"=100  1\$aHohn, Johannes,$d1900-",Jump to Record #: 128,=245  14$aDas Problem der schmerzlosen Zahnbehandlung /$cvorgelegt von Johannes Hohn.,Jump to Record #: 128
Hok,Jump to Record #: 129,=245  \\$aVergelijkend onderzo,Jump to Record #: 129,=100  0\$aHok Lan Ong.,Jump to Record #: 129,=245  10$aVergelijkend onderzoek over verschillende nierfunctieproeven /$cdoor Hoc Lan Ong.,Jump to Record #: 129
Holbøll,Jump to Record #: 130,=245  \\$aExperimentelle studi,Jump to Record #: 130,"=100  1\$aHolb{ostrok}ll, Svend Aage.",Jump to Record #: 130,=245  10$aExperimentelle studier over cyanbrinteforgiftningen /$caf Svend Aage Holb{ostrok}ll.,Jump to Record #: 130
Holch,Jump to Record #: 131,=245  \\$aVersuche zur kenntni,Jump to Record #: 131,"=100  1\$aHolch, Julius,$d1887-",Jump to Record #: 131,=245  10$aVersuche zur Kenntnis des Nahschusses mit der 7.65 mm. Browningpistole /$cvon Julius Hoch.,Jump to Record #: 131
Holdefer,Jump to Record #: 132,=245  \\$aBefestigungsmoglich,Jump to Record #: 132,"=100  1\$aHoldefer, Wilhelm,$d1904-",Jump to Record #: 132,=245  14$aDie Befestigungsm{uml}oglichkeiten bei totalen Prothesen /$cvorgelegt von Wilhelm Holdefer.,Jump to Record #: 132
Holenstein,Jump to Record #: 133,=245  \\$aVerhalten des blutdr,Jump to Record #: 133,"=100  1\$aHolenstein, Paul.",Jump to Record #: 133,=245  14$aDas Verhalten des Blutdruckes im h{uml}oheren Alter /$cvorgelegt von Paul Holenstein.,Jump to Record #: 133
Hollerbusch,Jump to Record #: 134,=245  \\$aUeber die intrauteri,Jump to Record #: 134,"=100  1\$aHollerbusch, Joseph.",Jump to Record #: 134,=245  10$aUeber die intrauterinen Unterschenkelbr{uml}uche /$cvorgelegt von Joseph Hollerbusch.,Jump to Record #: 134
Holm-nielsen,Jump to Record #: 135,=245  \\$aResorptionen fra per,Jump to Record #: 135,"=100  1\$aHolm-Nielsen, Povl.",Jump to Record #: 135,=245  10$aResorptionen fra periton{aelig}um igennem diaphragma og dens kliniske betydning =$bThe absorption from the peritoneum through the diaphragm and its clinical significance ; summary in English /$cPovl Holm-Nielsen.,Jump to Record #: 135
Holscher,Jump to Record #: 136,=245  \\$aFall von inversio ut,Jump to Record #: 136,"=100  1\$aHolscher, Albertine A.",Jump to Record #: 136,=245  10$aPrimaire en secundaire arthrodese bij fracturen van de calcaneus /$cAlbertine A. Holscher.,Jump to Record #: 136
Holten,Jump to Record #: 137,=245  \\$aRespiratory metaboli,Jump to Record #: 137,"=100  1\$aHolten, Cai.",Jump to Record #: 137,=245  14$aThe respiratory metabolism in diabetics and the influence of insulin upon it /$cby Cai Holten.,Jump to Record #: 137
Holthausen,Jump to Record #: 138,=245  \\$aUber die bedeckung g,Jump to Record #: 138,"=100  1\$aHolthausen, Michael Franz,$d1949-",Jump to Record #: 138,=245  10$aACTH - Tagesprofile bei endokrinen Erkrankungen /$cvon Michael Franz Holthausen.,Jump to Record #: 138
Holzach,Jump to Record #: 139,=245  \\$aUber die behandlung,Jump to Record #: 139,"=100  1\$aHolzach, Hans.",Jump to Record #: 139,=245  10$a{uml}Uber die Behandlung der Pulpagangr{uml}an nach der Methode von Bernard (Jontophorese) /$cvorgelegt von Hans Holzach.,Jump to Record #: 139
Holzberger,Jump to Record #: 140,=245  \\$aJod 131-ausscheidung,Jump to Record #: 140,"=100  1\$aHolzberger, Peter,$d1934-",Jump to Record #: 140,"=245  14$aDie Jod {esc}p131{esc}s-Ausscheidung in Speichel und Magensaft unter dem Einfluss von 1-Methyl-2-Mercaptoimidazol, Pilokarpin, Atropin und Banthin bei gleichzeitiger Ber{uml}ucksichtigung der Jodspeicherung in der Schilddr{uml}use /$cvorgelegt v",Jump to Record #: 140
Holze,Jump to Record #: 141,=245  \\$aVerhalten der elektr,Jump to Record #: 141,"=100  1\$aHolze, J{uml}urgen W.,$d1929-",Jump to Record #: 141,=245  14$aDas Verhalten der elektronenoptischen Fibrinquerstreifung bei der Retraktion /$cvorgelegt von J{uml}urgen W. Holze.,Jump to Record #: 141
Holzhauer,Jump to Record #: 142,=245  \\$aZur frage rontgenolo,Jump to Record #: 142,"=100  1\$aHolzhauer, Brita,$d1944-",Jump to Record #: 142,=245  10$aZur Abh{uml}angigkeit des DNA- und Stickstoff-Gehaltes einzelner Rattenorgane von Reifung und Lebensalter unter dem Einfluss von 6-Methylprednisolon-hemisuccinat /$cvon Brita Holzhauer.,Jump to Record #: 142
Homay,Jump to Record #: 143,=245  \\$aVariations anatomiqu,Jump to Record #: 143,"=100  1\$aHomay, Alan.",Jump to Record #: 143,=245  14$aLes variations anatomiques de la fen{circ}etre ronde dans des os temporaux normaux :$b{acute}etude microphotographique /$cpar Alan Homay.,Jump to Record #: 143
Homayoun,Jump to Record #: 144,=245  \\$aExperimentelle unter,Jump to Record #: 144,"=100  1\$aHomayoun, Iradj,$d1928-",Jump to Record #: 144,"=245  10$aExperimentelle Untersuchungen des Serumalkoholgehalts beim Kaninchen aus Arteria carotis, Vena jugularis und Ohrvenen nach intraperitonealen Alkoholgaben /$cvorgelegt von Iradj Homayoun.",Jump to Record #: 144
Homberg,Jump to Record #: 145,=245  \\$aUber den larvierten,Jump to Record #: 145,"=100  1\$aHomberg, Ernst,$d1913-",Jump to Record #: 145,=245  10$aIndikation und Erfahrungen in der Kurzwellentherapie /$cvorgelegt von Ersnt Homberg.,Jump to Record #: 145
Homberger,Jump to Record #: 146,=245  \\$aBedeutung der lues f,Jump to Record #: 146,"=100  1\$aHomberger, Otto,$d1894-",Jump to Record #: 146,=245  14$aDie Bedeutung der Lues f{uml}ur die Gestation /$cvorgelegt von Otto Homberger.,Jump to Record #: 146
Hommelsheim,Jump to Record #: 147,=245  \\$aZur kasuistik der an,Jump to Record #: 147,"=100  1\$aHommelsheim, Franz,$d1876-",Jump to Record #: 147,=245  10$aZur Kasuistik der angeborenen lipomat{uml}osen Dermoide des Augapfels /$cvorgelegt von Franz Hommelsheim.,Jump to Record #: 147
Hompesch,Jump to Record #: 148,=245  \\$aUeber die entwicklun,Jump to Record #: 148,"=100  1\$aHompesch, Hans,$d1914-",Jump to Record #: 148,=245  10$aUeber die Entwicklung und das fernere Schicksal unserer Fr{uml}uhgeburten /$cvorgelegt von Hans Hompesch.,Jump to Record #: 148
Honig,Jump to Record #: 149,=245  \\$aBeteekenis van het k,Jump to Record #: 149,"=100  1\$aHonig, Coenraad Johannes.",Jump to Record #: 149,=245  13$aDe beteekenis van het kunstmatig breken der vliezen bij de baring /$cdoor Coenraad Johannes Honig.,Jump to Record #: 149
Honigmann,Jump to Record #: 150,=245  \\$aAnwendung des hydrog,Jump to Record #: 150,"=100  1\$aHonigmann, Emil,$d1883-",Jump to Record #: 150,=245  14$aDie Anwendung des Hydrogenium peroxydatum medicinale in der Veterin{uml}arpraxis /$cvorgelegt von Emil Honigmann.,Jump to Record #: 150
Honold,Jump to Record #: 151,=245  \\$aUntersuchungen uber,Jump to Record #: 151,"=100  1\$aHonold, Kilian,$d1887-",Jump to Record #: 151,=245  10$aUntersuchungen {uml}uber die Hauttemperatur des Kaninchens /$cvorgelegt von Kilian Honold.,Jump to Record #: 151
Honroth,Jump to Record #: 152,=245  \\$aWandlungen des begri,Jump to Record #: 152,"=100  1\$aHonroth, Marlene.",Jump to Record #: 152,=245  14$aDie Wandlungen des Begriffes des Adieschen Syndroms /$cvorgelegt von Marlene Honroth.,Jump to Record #: 152
Honvehlmann,Jump to Record #: 153,=245  \\$aUber erfahrungen mit,Jump to Record #: 153,"=100  1\$aHonvehlmann, August,$d1876-",Jump to Record #: 153,=245  10$a{uml}Uber Erfahrungen mit Omnadin bei der Masernepidemie 1929/1930 /$cvorgelegt von August Honvehlmann.,Jump to Record #: 153
Hoock,Jump to Record #: 154,=245  \\$aSeltene funktionelle,Jump to Record #: 154,"=100  1\$aHoock, Julius,$d1890-",Jump to Record #: 154,=245  15$aEine seltene funktionelle Abart famili{uml}arer Ptosis /$cvon Julius Hoock.,Jump to Record #: 154
Hooff,Jump to Record #: 155,=245  \\$aUeber die erblichkei,Jump to Record #: 155,"=100  1\$aHooff, A. van den.",Jump to Record #: 155,=245  10$aElectronenmicroscopisch onderzoek ten behoeve van cytologie en histologie /$cArnoldus van den Hooff.,Jump to Record #: 155
Hoog,Jump to Record #: 156,=245  \\$aAseptic culture of i,Jump to Record #: 156,"=100  1\$aHoog, Eduard Gerrit van t'.",Jump to Record #: 156,=245  10$aAseptic culture of insects in vitamin research.,Jump to Record #: 156
Hopman,Jump to Record #: 157,=245  \\$aOver de betekenis va,Jump to Record #: 157,"=100  1\$aHopman, Bernard Cornelis.",Jump to Record #: 157,=245  10$aOver de betekenis van het vaginale uitstrijkpreparaat in verloskunde en gynaecologie /$cdoor Bernard Cornelis Hopman.,Jump to Record #: 157
Hoppe-seyler,Jump to Record #: 158,=245  \\$aUber die ausscheidun,Jump to Record #: 158,"=100  1\$aHoppe-Seyler, Felix,$d1825-1895.",Jump to Record #: 158,=245  10$aHandbuch der physiologisch- und pathologisch-chemischen Analyse :$bf{uml}ur Aerzte und Studirende /$cvon Felix Hoppe-Seyler.,Jump to Record #: 158
Hoppenstedt,Jump to Record #: 159,=245  \\$aImitation der biolog,Jump to Record #: 159,"=100  1\$aHoppenstedt, G{uml}unther,$d1886-",Jump to Record #: 159,=245  14$aDie Imitation der biologischen Strahlenwirkung /$cvon G{uml}unther Hoppenstedt.,Jump to Record #: 159
Hopstein,Jump to Record #: 160,=245  \\$aSubphrenische abszes,Jump to Record #: 160,"=100  1\$aHopstein, Renate,$d1934-",Jump to Record #: 160,=245  14$aDer subphrenische Abszess /$cvorgelegt von Renate Hopstein.,Jump to Record #: 160
Hopusch,Jump to Record #: 161,=245  \\$aKritik und praxis de,Jump to Record #: 161,"=100  1\$aHopusch, Albert,$d1901-",Jump to Record #: 161,=245  10$aKritik und Praxis der Narkose bei chirurgischen Eingriffen im Munde /$cvorgelegt von Albert Hopusch.,Jump to Record #: 161
Horack,Jump to Record #: 162,=245  \\$aBeobachtungen ueber,Jump to Record #: 162,"=100  1\$aHorack, Frank E.$q(Frank Edward),$d1873-1956.",Jump to Record #: 162,"=245  10$aChild legislation in Iowa,$cby Frank E. Horack.",Jump to Record #: 162
Horber,Jump to Record #: 163,=245  \\$aNabelschnur-anomalie,Jump to Record #: 163,"=100  1\$aHorber, Wilhelm,$d1872-",Jump to Record #: 163,=245  10$aNabelschnur-Anomalien als Todesursache der Kinder :$bmit besonderer Ber{uml}ucksichtigung eines poliklinischen Falles der Freiburger Geburtsanstalt durch wahren Knoten der Nabelschnur /$cvorgelegt von Wilhelm Horber.,Jump to Record #: 163
Horkenbach,Jump to Record #: 164,=245  \\$aResektionstherapie b,Jump to Record #: 164,"=100  1\$aHorkenbach, G{uml}unter,$d1929-",Jump to Record #: 164,=245  10$aResektionstherapie bei Lungentuberkulose :$b{uml}Ubersicht {uml}uber 152 Resektionen /$cvorgelegt von G{uml}unter Horkenbach.,Jump to Record #: 164
Horlacher,Jump to Record #: 165,=245  \\$aVerhalten der mensch,Jump to Record #: 165,"=100  1\$aHorlacher, Jakob.",Jump to Record #: 165,=245  14$aDas Verhalten der menschlichen Linse in Bezug auf die Form von Alterstr{uml}ubungen bei 166 Personen im Alter von 41-82 Jahren /$cvorgelegt von Jakob Horlacher.,Jump to Record #: 165
Hormann,Jump to Record #: 166,=245  \\$aUber urethrotomia ex,Jump to Record #: 166,"=100  1\$aHormann, Adolf Christian Georg,$d1866-",Jump to Record #: 166,=245  10$a{uml}Uber Urethrotomia externa /$cAdolf Hormann.,Jump to Record #: 166
Hornemann,Jump to Record #: 167,=245  \\$aBeitrag zur frage ub,Jump to Record #: 167,"=100  1\$aHornemann, Otto,$d1877-",Jump to Record #: 167,=245  10$aBeitrag zur Frage {uml}uber die Bakteriendurchl{uml}assigkeit der Schleimhaut des Magendarmkanals /$cvorgelegt von Otto Hornemann.,Jump to Record #: 167
Horney,Jump to Record #: 168,=245  \\$aKlinische bedeutung,Jump to Record #: 168,"=100  1\$aHorney, Karen,$d1885-1952.",Jump to Record #: 168,=245  14$aEin kasuistischer Beitrag zur Frage der traumatischen Psychosen /$cvorgelegt von Karen Horney.,Jump to Record #: 168
Hornickel,Jump to Record #: 169,=245  \\$aVergleichende unters,Jump to Record #: 169,"=100  1\$aHornickel, Paul,$d1880-",Jump to Record #: 169,=245  10$aVergleichende Untersuchungen {uml}uber den histologischen Bau der Tr{uml}anendr{uml}use unserer Hauss{uml}augetiere /$cvon Paul Hornickel.,Jump to Record #: 169
Hornstein,Jump to Record #: 170,=245  \\$aUntersuchungen uber,Jump to Record #: 170,"=100  1\$aHornstein, Franz-Ulrich,$d1949-",Jump to Record #: 170,=245  14$aDer Einfluss von Aprotinin auf die Pl{uml}attchen-Funktion in vitro /$cvon Franz-Ulrich Hornstein.,Jump to Record #: 170
Horovitz,Jump to Record #: 171,=245  \\$aEinfluss von kokain,Jump to Record #: 171,"=100  1\$aHorovitz, Isaac,$d1887-",Jump to Record #: 171,=245  14$aDer Einfluss von Kokain und Homatropin auf Akkommodation und Pupillengr{uml}osse /$cvon Isaac Horovitz.,Jump to Record #: 171
Horowicz,Jump to Record #: 172,=245  \\$aUber die symptomatol,Jump to Record #: 172,"=100  1\$aHorowicz, Icek A.",Jump to Record #: 172,=245  10$a{uml}Uber die symptomatologische Bedeutung isolierter Muskelhypertrophien /$cvorgelegt von Icek A. Horowicz.,Jump to Record #: 172
Horsten,Jump to Record #: 173,=245  \\$aOnderzoek naar de sp,Jump to Record #: 173,"=100  1\$aHorsten, Gerardus Petrus Maria.",Jump to Record #: 173,=245  14$aEen onderzoek naar de spontane electrische activiteit van het zoogdierruggemerg /$cdoor Gerardus Petrus Maria Horsten.,Jump to Record #: 173
Horster,Jump to Record #: 174,=245  \\$aZahn- und mundbefund,Jump to Record #: 174,"=100  1\$aHorster, Michael,$d1936-",Jump to Record #: 174,=245  10$a{uml}Uber die Abh{uml}angigkeit der Kammeranfangsschwankung im Elektrokardiogramm von physiologischen Variablen /$cvon Michael Horster.,Jump to Record #: 174
Hose,Jump to Record #: 175,=245  \\$aBeitrag zur klarung,Jump to Record #: 175,"=100  1\$aHose, Arthur,$d1911-",Jump to Record #: 175,=245  10$aBeitrag zur Kl{uml}arung der frage der Grundumsatzsteigerung bei Herzerkrankungen /$cvorgelegt von Arthur Hose.,Jump to Record #: 175
Hosny,Jump to Record #: 176,=245  \\$aZum thema der zerebr,Jump to Record #: 176,"=100  1\$aHosny, Abbas.",Jump to Record #: 176,=245  10$aZum Thema der zerebralen Form der Heine-Medin'schen Krankheit /$cvorgelet von Abbas Hosny.,Jump to Record #: 176
Hosslin,Jump to Record #: 177,=245  \\$aUber ichthyodin,Jump to Record #: 177,"=100  1\$aHosslin, Rudolf.",Jump to Record #: 177,=245  10$a{uml}Uber Ichthyodin :$bein Beitrag zur Kenntnis des Ichthyols /$cvon Rudolf Hosslin.,Jump to Record #: 177
